Season,Team,HomeMatches,HomeWins,HomeDraws,HomeLosses,HomeGoals,HomeGoalsAllowed,HomeComebackWins,HomeBlownLeads,AwayMatches,AwayWins,AwayDraws,AwayLosses,AwayGoals,AwayGoalsAllowed,AwayComebackWins,AwayBlownLeads,TotalMatches,TotalWins,TotalDraws,TotalLosses,TotalGoals,TotalGoalsAllowed,GoalDifference,TotalComebackWins,TotalBlownLeads,WinRate,ComebackRate,BlownLeadRate
2023/24,Tottenham,19,13,0,6,38,27,3,1,19,7,6,6,36,34,0,2,38,20,6,12,74,61,13,3,3,0.5263157894736842,0.07894736842105263,0.07894736842105263
2023/24,West Ham,19,7,8,4,31,28,1,5,19,7,2,10,29,46,2,2,38,14,10,14,60,74,-14,3,7,0.3684210526315789,0.07894736842105263,0.18421052631578946
2023/24,Wolves,19,8,3,8,26,30,1,2,19,5,4,10,24,35,1,0,38,13,7,18,50,65,-15,2,2,0.34210526315789475,0.05263157894736842,0.05263157894736842
2024/25,Arsenal,18,10,6,2,34,17,0,5,17,8,7,2,30,14,0,3,35,18,13,4,64,31,33,0,8,0.5142857142857142,0.0,0.22857142857142856
2024/25,Aston Villa,18,10,7,1,32,20,3,2,17,7,2,8,23,29,0,2,35,17,9,9,55,49,6,3,4,0.4857142857142857,0.08571428571428572,0.11428571428571428
2024/25,Bournemouth,17,7,4,6,21,15,0,2,18,7,7,4,34,27,2,2,35,14,11,10,55,42,13,2,4,0.4,0.05714285714285714,0.11428571428571428
2024/25,Brentford,18,9,4,5,38,32,0,2,17,6,3,8,24,21,0,2,35,15,7,13,62,53,9,0,4,0.42857142857142855,0.0,0.11428571428571428
2024/25,Brighton,18,7,8,3,27,24,2,4,17,6,5,6,30,32,0,2,35,13,13,9,57,56,1,2,6,0.37142857142857144,0.05714285714285714,0.17142857142857143
2024/25,Chelsea,18,11,5,2,34,18,1,3,17,7,4,6,28,23,2,2,35,18,9,8,62,41,21,3,5,0.5142857142857142,0.08571428571428572,0.14285714285714285
2024/25,Crystal Palace,18,5,7,6,20,24,0,0,17,6,6,5,24,24,0,2,35,11,13,11,44,48,-4,0,2,0.3142857142857143,0.0,0.05714285714285714
2024/25,Everton,18,4,9,5,24,23,1,2,17,4,6,7,12,20,0,2,35,8,15,12,36,43,-7,1,4,0.22857142857142856,0.02857142857142857,0.11428571428571428
2024/25,Fulham,17,7,5,5,26,25,1,4,18,7,4,7,24,22,3,1,35,14,9,12,50,47,3,4,5,0.4,0.11428571428571428,0.14285714285714285
2024/25,Ipswich,17,1,4,12,13,40,0,2,18,3,6,9,22,36,0,2,35,4,10,21,35,76,-41,0,4,0.11428571428571428,0.0,0.11428571428571428
2024/25,Leicester,18,3,3,12,13,34,0,0,17,2,3,12,16,42,2,1,35,5,6,24,29,76,-47,2,1,0.14285714285714285,0.05714285714285714,0.02857142857142857
2024/25,Liverpool,17,14,2,1,39,13,2,0,18,11,5,2,42,22,0,0,35,25,7,3,81,35,46,2,0,0.7142857142857143,0.05714285714285714,0.0
2024/25,Man City,18,12,3,3,40,22,0,2,17,7,4,6,27,21,0,2,35,19,7,9,67,43,24,0,4,0.5428571428571428,0.0,0.11428571428571428
2024/25,Man United,17,6,3,8,21,26,2,1,18,4,6,8,21,25,1,0,35,10,9,16,42,51,-9,3,1,0.2857142857142857,0.08571428571428572,0.02857142857142857
2024/25,Newcastle,17,11,2,4,38,19,0,2,18,8,4,6,28,26,2,0,35,19,6,10,66,45,21,2,2,0.5428571428571428,0.05714285714285714,0.05714285714285714
2024/25,Nott'm Forest,17,9,4,4,24,13,0,3,18,9,3,6,30,29,0,0,35,18,7,10,54,42,12,0,3,0.5142857142857142,0.0,0.08571428571428572
2024/25,Southampton,17,1,2,14,12,45,0,4,18,1,3,14,13,37,0,2,35,2,5,28,25,82,-57,0,6,0.05714285714285714,0.0,0.17142857142857143
2024/25,Tottenham,17,6,3,8,34,29,1,3,18,5,2,11,29,28,0,2,35,11,5,19,63,57,6,1,5,0.3142857142857143,0.02857142857142857,0.14285714285714285
2024/25,West Ham,18,5,5,8,22,32,0,0,17,4,5,8,18,27,0,1,35,9,10,16,40,59,-19,0,1,0.2571428571428571,0.0,0.02857142857142857
2024/25,Wolves,17,6,2,9,26,29,0,1,18,6,3,9,25,33,1,1,35,12,5,18,51,62,-11,1,2,0.34285714285714286,0.02857142857142857,0.05714285714285714
